variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12
epi_deaths_perM,AFG,,,0.1030,1.5410,6.3960,18.8290,32.6500,36.0150,37.4530,39.4570,45.5710,48.9620
epi_deaths_perM,AGO,,,0.0610,0.0610,0.1220,0.3350,1.4600,3.2560,5.4460,8.3670,10.5880,10.8010
epi_deaths_perM,ALB,,,4.1700,10.7720,11.4670,20.1540,53.5130,97.2970,133.4350,174.4390,281.4650,325.2480
epi_deaths_perM,AND,,,103.5400,543.5840,660.0660,673.0080,673.0080,685.9510,685.9510,970.6850,983.6280,1009.5130
epi_deaths_perM,ARE,,,0.5060,9.9090,26.4900,31.7480,35.4890,38.6230,42.0610,49.5430,57.8340,60.2600
epi_deaths_perM,ARG,,,0.5310,4.7350,11.6830,28.3210,73.2590,185.8800,365.4990,681.3030,856.9380,885.2380
epi_deaths_perM,ARM,,,1.0120,10.7990,44.2080,149.4990,249.0520,295.9600,323.2950,452.5460,730.2830,800.4770
epi_deaths_perM,ASM,,,,,,,,,,,,
epi_deaths_perM,ATG,,,,30.6350,30.6350,30.6350,30.6350,30.6350,30.6350,30.6350,40.8460,40.8460
epi_deaths_perM,AUS,,,0.7450,3.5290,4.0000,4.0780,7.4120,23.9610,34.5880,35.5690,35.6080,35.6080
epi_deaths_perM,AUT,,,11.9910,64.3990,74.1690,78.0560,79.7210,81.3870,88.3820,119.8040,353.5260,444.3510
epi_deaths_perM,AZE,,,0.3950,2.2680,6.0160,20.3170,43.4950,52.3710,58.1900,70.8140,137.2890,168.9490
epi_deaths_perM,BDI,,,,0.0840,0.0840,0.0840,0.0840,0.0840,0.0840,0.0840,0.0840,0.0840
epi_deaths_perM,BEL,,,100.7800,670.6870,806.6700,830.6570,837.4740,853.4360,864.1360,942.3090,1436.1990,1510.5760
epi_deaths_perM,BEN,,,,0.1650,0.2470,1.5670,2.8870,3.2990,3.2990,3.3820,3.5470,3.6290
epi_deaths_perM,BFA,,,0.5740,2.0570,2.5350,2.5350,2.5350,2.6310,2.7750,3.2050,3.2530,3.3010
epi_deaths_perM,BGD,,,0.0300,0.9900,3.7040,10.8260,18.7200,25.7940,31.6900,35.8550,40.3430,41.9330
epi_deaths_perM,BGR,,,1.1510,9.2110,20.1480,32.0940,53.8250,88.2210,117.1490,180.4720,580.7050,742.0370
epi_deaths_perM,BHR,,,2.3510,4.7020,9.9910,49.3660,85.8020,111.0730,144.5710,187.4720,200.4020,201.5770
epi_deaths_perM,BHS,,,,27.9720,27.9720,27.9720,35.6010,109.3460,231.4060,361.0950,414.4970,414.4970
epi_deaths_perM,BIH,,,2.4380,19.5070,46.3300,55.7790,99.9750,180.4430,254.8150,369.4200,817.1750,939.0960
epi_deaths_perM,BLM,,,,,,,,,,,,
epi_deaths_perM,BLR,,,,8.8900,24.2350,40.9550,58.5230,71.5400,87.6250,103.3940,122.5480,129.3210
epi_deaths_perM,BLZ,,,,5.0300,5.0300,5.0300,5.0300,32.6940,65.3890,145.8680,372.2140,450.1770
epi_deaths_perM,BMU,,,,96.3500,144.5250,144.5250,144.5250,144.5250,144.5250,144.5250,144.5250,
epi_deaths_perM,BOL,,,0.5140,5.0540,26.5570,91.7500,247.9220,425.4250,679.4290,746.5930,767.3240,771.1790
epi_deaths_perM,BRA,,,0.7480,25.7150,135.6510,274.3420,429.3530,568.4430,672.3810,750.2700,814.4550,838.1610
epi_deaths_perM,BRB,,,,24.3590,24.3590,24.3590,24.3590,24.3590,24.3590,24.3590,24.3590,24.3590
epi_deaths_perM,BRN,,,2.2860,2.2860,4.5720,6.8570,6.8570,6.8570,6.8570,6.8570,6.8570,6.8570
epi_deaths_perM,BWA,,,,0.4250,0.4250,0.4250,0.8500,2.5510,6.8040,10.2060,14.4580,15.3090
epi_deaths_perM,CAF,,,,,0.2070,9.7310,12.2160,12.6300,12.8370,12.8370,13.0440,13.0440
epi_deaths_perM,CAN,,,2.3580,79.3810,187.4030,226.9610,236.5790,241.5600,246.1700,267.8700,321.8420,341.4480
epi_deaths_perM,CHE,,,34.0860,162.5720,191.3430,194.2320,196.7740,199.2000,205.7860,235.1350,556.3500,646.2450
epi_deaths_perM,CHL,,,0.4180,11.2990,52.1550,291.6370,490.5260,588.1920,665.6650,740.6280,806.1220,820.2460
epi_deaths_perM,CHN,0.1480,1.9710,2.2990,3.2220,3.2220,3.2240,3.2370,3.2810,3.2930,3.2930,3.2950,3.2970
epi_deaths_perM,CIV,,,0.0380,0.5310,1.2510,2.5020,3.7910,4.3600,4.5490,4.7010,5.0040,5.0040
epi_deaths_perM,CMR,,,0.0750,2.2980,7.1950,11.7910,14.5790,15.4830,15.7460,16.0480,16.4620,16.6880
epi_deaths_perM,COD,,,0.0890,0.3460,0.7700,1.8650,2.3890,2.8700,3.0260,3.4170,3.7180,3.8410
epi_deaths_perM,COG,,,,1.6310,3.4430,7.2490,10.1480,14.1350,16.1290,16.6720,17.0350,17.0350
epi_deaths_perM,COL,,,0.2750,5.4640,17.4910,63.3420,192.7960,380.5600,507.5970,611.8950,722.5610,749.9180
epi_deaths_perM,CRI,,,0.3930,1.1780,1.9630,2.9450,27.4830,82.0550,172.7480,269.1340,338.8220,362.3790
epi_deaths_perM,CUB,,,0.3530,5.1210,7.3280,7.5930,7.6810,8.2990,10.7710,11.3010,11.9190,12.0070
epi_deaths_perM,CYM,,,15.2160,15.2160,15.2160,15.2160,15.2160,15.2160,15.2160,15.2160,30.4320,
epi_deaths_perM,CYP,,,7.9920,17.1250,19.4090,21.6920,21.6920,23.9750,25.1170,28.5420,55.9430,77.6350
epi_deaths_perM,CZE,,,2.2410,21.1970,29.7880,32.4960,35.3910,39.5000,59.3890,287.4220,774.5830,843.7780
epi_deaths_perM,DEU,,,6.9580,75.0500,101.4510,107.0970,109.1020,110.9760,113.2440,124.7490,199.2510,238.7330
epi_deaths_perM,DJI,,,,2.0240,22.2670,53.6440,58.7040,60.7290,61.7410,61.7410,61.7410,61.7410
epi_deaths_perM,DNK,,,13.2940,76.4820,98.5810,104.4510,106.1770,107.7310,112.2200,124.1320,144.5050,155.5540
epi_deaths_perM,DOM,,,3.8720,27.0100,45.9070,67.5710,105.6430,154.9610,193.6780,206.1230,214.8800,216.3550
epi_deaths_perM,DZA,,,0.7980,10.1250,14.7320,20.6380,27.3650,34.2300,39.3610,44.6060,55.4380,57.9010
epi_deaths_perM,ECU,,,3.5140,50.0480,188.9690,255.1710,320.6360,371.5340,641.1590,715.9760,762.9630,781.8370
epi_deaths_perM,EGY,,,0.3910,3.7130,8.9220,28.0650,46.6510,52.7580,57.7910,61.1520,64.9830,66.5760
epi_deaths_perM,ESP,,,156.9890,524.9300,580.1970,606.4620,608.3870,622.2680,679.9520,767.3650,963.9440,997.6730
epi_deaths_perM,EST,,,2.2620,37.6920,47.4920,47.4920,47.4920,48.2460,48.2460,55.0300,88.9530,103.2760
epi_deaths_perM,ETH,,,,0.0260,0.0700,0.8960,2.2880,6.8980,10.3600,12.7340,14.8390,15.3610
epi_deaths_perM,FIN,,,2.3460,37.1790,57.0320,59.1980,59.3790,60.4610,61.9050,64.6130,72.0120,76.5240
epi_deaths_perM,FJI,,,,,,,,2.2310,2.2310,2.2310,2.2310,2.2310
epi_deaths_perM,FRA,,0.0310,46.3280,369.0160,440.7760,456.7400,463.4960,468.8890,488.6060,560.1810,809.1950,864.8680
epi_deaths_perM,FRO,,,,,,,,,,,,
epi_deaths_perM,GAB,,,0.4490,1.3480,7.6380,18.8700,22.0150,23.8120,24.2620,24.7110,26.9570,26.9570
epi_deaths_perM,GBR,,,30.1980,383.7170,550.7030,594.2460,606.4430,611.3040,619.7450,680.9800,862.4020,915.2110
epi_deaths_perM,GEO,,,,1.5040,3.0080,3.7600,4.2620,4.7630,8.2720,76.9580,317.6100,395.0690
epi_deaths_perM,GHA,,,0.1610,0.5150,1.1260,3.6040,5.6320,8.8820,9.6870,10.2980,10.3950,10.4910
epi_deaths_perM,GIB,,,,,,,,,,,148.4080,
epi_deaths_perM,GIN,,,,0.5330,1.7510,2.3610,3.5030,4.4930,5.0260,5.4820,5.7870,6.0150
epi_deaths_perM,GNB,,,,0.5080,4.0650,10.6710,13.2110,17.2760,19.8170,20.8330,22.3580,22.3580
epi_deaths_perM,GRC,,,4.1250,13.3360,16.7900,18.3250,19.4760,25.1370,37.2250,59.4840,230.8340,306.4360
epi_deaths_perM,GRD,,,,,,,,,,,,
epi_deaths_perM,GRL,,,,,,,,,,,,
epi_deaths_perM,GTM,,,0.0560,0.8930,5.6930,41.6400,104.2110,152.9400,180.7370,207.3060,232.8140,239.2330
epi_deaths_perM,GUM,,,5.9250,29.6240,29.6240,29.6240,29.6240,59.2480,278.4640,468.0570,663.5740,
epi_deaths_perM,GUY,,,1.2710,10.1710,15.2560,15.2560,25.4270,47.0400,99.1660,157.6490,191.9750,195.7900
epi_deaths_perM,HKG,,,,,,,,,,,,
epi_deaths_perM,HND,,,0.7070,7.1680,20.2940,48.9670,132.4640,187.5890,234.5370,269.4710,294.6100,297.8410
epi_deaths_perM,HRV,,,1.4620,16.3200,25.0900,26.0640,35.0770,44.8200,66.9870,129.3460,435.0510,559.7690
epi_deaths_perM,HTI,,,,0.5260,3.5960,9.2080,14.1200,17.6280,20.0830,20.3460,20.4340,20.4340
epi_deaths_perM,HUN,,,1.6560,32.2970,54.2420,60.5570,61.6950,63.5590,79.1900,181.1530,499.2570,633.5170
epi_deaths_perM,IDN,,,0.4460,2.8660,5.7510,10.2550,18.4920,26.8460,38.7570,50.3870,61.9510,65.8080
epi_deaths_perM,IMN,,,,246.9660,282.2470,282.2470,282.2470,282.2470,282.2470,282.2470,294.0070,
epi_deaths_perM,IND,,,0.0230,0.7780,3.7420,12.2410,25.9040,46.7170,70.6500,88.1450,99.7250,102.4340
epi_deaths_perM,IRL,,,10.9360,240.9980,334.1570,351.3710,357.0420,359.8770,365.1430,386.4070,415.7730,424.6830
epi_deaths_perM,IRN,,0.4050,32.8240,70.9230,92.0790,127.0340,197.2670,255.5210,309.3830,410.4870,574.4050,606.2060
epi_deaths_perM,IRQ,,,1.1440,2.2870,4.8480,45.7210,116.1290,173.0130,226.7880,270.0480,304.7550,310.1990
epi_deaths_perM,ISL,,,5.8610,29.3040,29.3040,29.3040,29.3040,29.3040,29.3040,35.1650,76.1900,82.0510
epi_deaths_perM,ISR,,,1.9640,24.8400,32.8110,36.8550,58.1130,106.1750,176.5340,290.4500,331.0020,338.7430
epi_deaths_perM,ITA,,0.3470,191.7080,457.8430,551.4220,574.6440,581.0610,586.7670,593.3500,633.8050,919.1920,1012.8700
epi_deaths_perM,JAM,,,0.3380,2.3640,3.0390,3.3770,3.3770,7.0920,33.7710,69.2300,86.7900,89.4920
epi_deaths_perM,JEY,,,19.7880,207.7710,286.9210,306.7090,306.7090,316.6030,316.6030,316.6030,316.6030,
epi_deaths_perM,JOR,,,0.4900,0.7840,0.8820,0.8820,1.0780,1.4700,5.5870,75.6630,269.6230,309.9050
epi_deaths_perM,JPN,,0.0240,0.4430,3.2810,7.0450,7.6850,7.9460,10.1130,12.3660,13.8760,16.4140,18.4540
epi_deaths_perM,KAZ,,,0.0530,1.3310,2.0240,10.0120,42.2330,94.8520,110.6690,118.5510,105.9820,135.4870
epi_deaths_perM,KEN,,,0.0190,0.2790,1.1720,2.6780,6.0440,10.6750,13.1480,18.2440,27.3190,28.7330
epi_deaths_perM,KGZ,,,,1.2260,2.4520,8.7370,211.2140,162.1660,163.0850,175.5010,195.4270,199.4120
epi_deaths_perM,KHM,,,,,,,,,,,,
epi_deaths_perM,KOR,,0.3120,3.1790,4.8180,5.2660,5.5000,5.8710,6.3200,8.0560,9.0500,10.2600,10.8450
epi_deaths_perM,KWT,,,,5.6200,48.0030,81.9560,104.2020,124.1050,142.1360,181.0070,206.0620,210.7450
epi_deaths_perM,LBN,,,1.6120,3.5160,3.8090,4.9810,8.3510,23.4420,52.8900,91.5690,149.1480,166.4360
epi_deaths_perM,LBR,,,,3.1640,5.3380,7.1180,14.4340,16.2130,16.2130,16.2130,16.4110,16.4110
epi_deaths_perM,LBY,,,,0.2910,0.7280,3.0560,10.3330,33.7640,78.5880,123.2670,172.1660,182.6440
epi_deaths_perM,LKA,,,0.0470,0.3270,0.4670,0.5140,0.5140,0.5600,0.6070,0.8870,5.5110,6.6310
epi_deaths_perM,LSO,,,,,,,6.0680,14.4710,16.3380,20.0720,20.5390,20.5390
epi_deaths_perM,LTU,,,2.5710,16.5300,25.7140,28.6520,29.3870,31.5910,33.7950,57.6720,185.8730,247.2180
epi_deaths_perM,LUX,,,35.1450,142.1780,175.7260,175.7260,182.1160,198.0910,198.0910,242.8210,512.7990,575.1020
epi_deaths_perM,LVA,,,,7.9520,12.7240,15.9050,16.4350,18.0260,19.6160,36.5810,109.2140,152.6880
epi_deaths_perM,MAC,,,,,,,,,,,,
epi_deaths_perM,MAR,,,0.8940,4.5520,5.5270,6.0960,9.3740,30.1000,58.3030,98.2100,158.3830,172.5790
epi_deaths_perM,MDA,,,0.4960,27.5160,72.1370,132.8720,191.1270,245.9120,324.7430,437.7830,571.1510,609.8220
epi_deaths_perM,MDG,,,,,0.2170,0.7220,3.7920,6.8980,8.2700,8.8120,9.0640,9.2090
epi_deaths_perM,MDV,,,,,9.2500,14.8000,29.6000,51.8000,62.9000,68.4500,85.1000,86.9500
epi_deaths_perM,MEX,,,0.2170,13.4330,75.8460,210.3500,356.7750,497.6080,598.4750,708.0360,821.6690,859.9370
epi_deaths_perM,MKD,,,3.3600,35.0390,62.8790,143.0370,230.3950,280.3140,353.7520,471.3490,846.2210,948.9390
epi_deaths_perM,MLI,,,,1.2350,3.7530,5.6790,6.1230,6.2220,6.4190,6.7160,7.7030,8.8890
epi_deaths_perM,MLT,,,,9.0590,20.3830,20.3830,20.3830,24.9130,77.0030,138.1530,310.2780,355.5740
epi_deaths_perM,MMR,,,,0.1100,0.1100,0.1100,0.1100,0.1100,5.2200,22.4040,35.6740,39.5330
epi_deaths_perM,MNE,,,1.5920,11.1450,14.3300,17.5140,76.4260,156.0360,261.1210,468.1070,794.5080,874.1180
epi_deaths_perM,MNG,,,,,,,,,,,,
epi_deaths_perM,MOZ,,,,,0.0640,0.1920,0.3520,0.7360,1.8880,2.9110,4.1910,4.3510
epi_deaths_perM,MSR,,,,200.0400,200.0400,200.0400,200.0400,200.0400,200.0400,200.0400,200.0400,
epi_deaths_perM,MUS,,,2.3590,7.8630,7.8630,7.8630,7.8630,7.8630,7.8630,7.8630,7.8630,7.8630
epi_deaths_perM,MWI,,,,0.1570,0.2090,0.7320,5.6980,9.0960,9.3570,9.6180,9.6710,9.7230
epi_deaths_perM,MYS,,,1.1430,3.0900,3.5530,3.7380,3.8310,3.8930,4.1400,7.6930,11.1230,11.9880
epi_deaths_perM,NAM,,,,,,,3.9360,28.3360,47.6210,52.3430,59.4270,60.2150
epi_deaths_perM,NCL,,,,,,,,,,,,
epi_deaths_perM,NER,,,0.1240,1.3220,2.6440,2.7680,2.8500,2.8500,2.8500,2.8500,2.9740,3.2640
epi_deaths_perM,NGA,,,0.0100,0.2470,1.3240,2.7800,4.2590,4.9140,5.3900,5.5500,5.6900,5.7340
epi_deaths_perM,NIC,,,0.1510,0.6040,5.2830,11.1710,17.5110,20.6810,22.7940,23.5490,24.1530,24.4540
epi_deaths_perM,NLD,,,50.4230,274.9360,347.3030,356.4080,358.3340,362.7110,372.5740,428.0740,551.6820,575.2600
epi_deaths_perM,NOR,,,4.7960,37.2610,43.5320,45.9300,47.0370,48.6970,50.5420,52.0180,61.2410,66.5900
epi_deaths_perM,NPL,,,,,0.2060,0.9950,1.7850,7.5850,16.8520,31.5750,51.7560,56.1830
epi_deaths_perM,NZL,,,0.2070,3.9400,4.5620,4.5620,4.5620,4.5620,5.1840,5.1840,5.1840,5.1840
epi_deaths_perM,OMN,,,,1.9580,8.2250,33.0940,82.4420,132.5730,183.0960,236.5560,278.6580,284.7280
epi_deaths_perM,PAK,,,0.0810,1.5660,6.7140,19.4850,26.9410,28.4940,29.3310,30.8110,36.6290,38.6930
epi_deaths_perM,PAN,,,6.0260,41.2540,76.4820,143.6930,323.7720,462.3660,547.8860,622.9770,713.5960,751.1410
epi_deaths_perM,PER,,,0.7280,28.6000,132.5680,288.2460,576.8860,873.1090,982.5350,1043.6480,1089.5050,1100.1510
epi_deaths_perM,PHL,,0.0090,0.8030,5.0920,8.6690,11.4530,18.0960,32.1220,49.7170,65.5680,76.5830,79.1190
epi_deaths_perM,PNG,,,,,,,0.2240,0.5590,0.7820,0.7820,0.7820,0.7820
epi_deaths_perM,POL,,,0.8190,16.4880,28.0340,38.1540,45.1560,53.7170,65.6070,141.3870,453.1450,544.0910
epi_deaths_perM,PRI,,,2.0970,30.0610,46.4900,53.4810,74.8030,151.7040,228.6040,286.6290,376.1130,
epi_deaths_perM,PRK,,,,,,,,,,,,
epi_deaths_perM,PRT,,,13.7300,96.9920,136.9070,153.7750,169.3680,178.3910,192.5130,242.0390,441.8090,502.3190
epi_deaths_perM,PRY,,,0.4210,1.2620,1.5420,2.2430,6.5900,43.1820,117.9100,194.4610,246.1960,264.5630
epi_deaths_perM,PSE,,,0.1960,0.3920,0.9800,1.5680,16.4660,32.5400,70.5690,108.2050,143.4900,169.9530
epi_deaths_perM,QAT,,,0.3470,3.4710,12.4950,39.2220,59.3530,68.3780,74.2780,80.5260,82.2610,82.9560
epi_deaths_perM,ROU,,,2.2870,35.0870,65.1330,84.9370,119.7650,185.9890,249.0940,356.9560,589.0000,658.0830
epi_deaths_perM,RUS,,,0.0690,6.6610,31.2130,62.8090,94.5770,117.1280,140.7820,189.5100,270.6080,299.2710
epi_deaths_perM,RWA,,,,,0.0770,0.1540,0.3860,1.2350,2.2390,2.7020,3.7830,3.9380
epi_deaths_perM,SAU,,,0.2300,4.5100,13.7880,45.9300,82.3240,111.1630,136.1240,154.6220,169.3580,172.0290
epi_deaths_perM,SDN,,,0.0460,0.6390,5.9750,13.0450,16.5340,18.7690,19.0650,19.0880,28.4840,29.6700
epi_deaths_perM,SEN,,,,0.5380,2.5080,6.4500,12.1840,16.9610,18.5140,19.2910,19.8880,20.3060
epi_deaths_perM,SGP,,,0.5130,2.3930,3.9310,4.4440,4.6150,4.6150,4.6150,4.7860,4.9570,4.9570
epi_deaths_perM,SLE,,,,0.5010,5.7670,7.5220,8.3990,8.7750,9.0260,9.2770,9.2770,9.2770
epi_deaths_perM,SLV,,,,1.3880,7.0920,25.2840,67.6820,110.5420,129.9680,150.3190,171.7490,180.0750
epi_deaths_perM,SOM,,,,1.7620,4.5930,5.6630,5.8520,6.1030,6.2290,6.5440,7.1100,7.6130
epi_deaths_perM,SRB,,,2.3510,25.4240,35.5640,40.2670,83.0320,104.4880,110.0730,119.6250,235.7230,303.0300
epi_deaths_perM,SSD,,,,,0.8930,3.3050,4.1090,4.1990,4.3770,5.1810,5.4490,5.5390
epi_deaths_perM,SUR,,,,1.7050,1.7050,22.1600,44.3210,114.2110,177.2830,189.2150,199.4430,199.4430
epi_deaths_perM,SVK,,,,4.0300,5.1290,5.1290,5.1290,6.0440,8.2420,38.8300,153.6730,191.5880
epi_deaths_perM,SVN,,,5.2910,42.8100,51.9500,53.3930,56.2790,61.5700,66.3800,108.2290,690.2580,895.6520
epi_deaths_perM,SWE,,,28.7150,277.6440,454.8840,542.7120,569.9420,577.6660,582.7150,587.9630,661.5330,712.9230
epi_deaths_perM,SWZ,,,,0.8620,1.7240,9.4810,34.4780,78.4370,93.0900,100.8480,105.1580,106.8810
epi_deaths_perM,SYC,,,,,,,,,,,,
epi_deaths_perM,SYR,,,0.1140,0.1710,0.2290,0.5140,2.3430,6.2280,11.2570,16.2850,23.8280,26.1700
epi_deaths_perM,TCD,,,,0.1220,3.9570,4.5050,4.5660,4.6880,5.1750,5.9660,6.1490,6.2100
epi_deaths_perM,TGO,,,0.1210,0.8460,1.5700,1.6910,2.1740,3.2610,5.7980,6.6440,7.7310,7.8510
epi_deaths_perM,THA,,,0.1430,0.7740,0.8170,0.8310,0.8310,0.8310,0.8450,0.8450,0.8600,0.8600
epi_deaths_perM,TLS,,,,,,,,,,,,
epi_deaths_perM,TON,,,,,,,,,,,,
epi_deaths_perM,TTO,,,2.1440,5.7160,5.7160,5.7160,5.7160,15.0050,52.8760,76.4560,85.7450,87.1750
epi_deaths_perM,TUN,,,0.6770,3.3840,4.0610,4.2310,4.2310,6.4310,20.8150,111.4340,275.8360,310.3580
epi_deaths_perM,TUR,,,1.9920,36.5310,53.5340,60.6480,67.2760,75.0070,96.3970,120.6680,162.9850,181.5770
epi_deaths_perM,TWN,,0.0420,0.2100,0.2520,0.2940,0.2940,0.2940,0.2940,0.2940,0.2940,0.2940,0.2940
epi_deaths_perM,TZA,,,0.0170,0.2680,0.3520,0.3520,0.3520,0.3520,0.3520,0.3520,0.3520,0.3520
epi_deaths_perM,UGA,,,,,,,0.0440,0.6560,1.6400,2.4050,4.4820,4.5250
epi_deaths_perM,UKR,,,0.2520,5.7160,15.9140,26.2270,38.2540,57.7810,92.9490,160.9970,291.1020,329.5620
epi_deaths_perM,UMI,,,,,,,,,,,,
epi_deaths_perM,URY,,,0.2880,4.3180,6.3330,7.7730,10.0760,12.6670,13.8180,16.6970,22.1660,24.7570
epi_deaths_perM,USA,,,9.5770,184.1860,313.5350,381.0850,459.4220,553.0740,622.3450,693.9760,809.7970,864.7940
epi_deaths_perM,UZB,,,0.0600,0.2690,0.4180,0.7170,4.0930,9.4710,13.9830,16.8210,18.2260,18.2560
epi_deaths_perM,VEN,,,0.1060,0.3520,0.4920,1.6880,5.5560,13.3990,21.8390,27.8870,31.5450,32.6350
epi_deaths_perM,VIR,,,,38.3060,57.4590,57.4590,76.6110,134.0700,191.5290,201.1050,220.2580,
epi_deaths_perM,VNM,,,,,,,,0.3290,0.3600,0.3600,0.3600,0.3600
epi_deaths_perM,XKX,,,0.5170,10.8650,15.5220,25.3520,109.6870,266.9740,323.3690,350.7910,525.6690,588.2740
epi_deaths_perM,YEM,,,,,2.5820,10.1920,16.3280,18.9100,19.7140,20.1170,20.7540,20.3180
epi_deaths_perM,ZAF,,,0.0510,1.7370,10.8420,42.6410,131.7180,236.5250,281.0210,324.2360,363.1000,378.2250
epi_deaths_perM,ZMB,,,,0.1630,0.3810,1.1970,8.1050,15.6110,18.0590,18.9840,19.4190,19.8000
epi_deaths_perM,ZWE,,,0.0670,0.2690,0.2690,0.4710,3.5660,13.1870,15.3400,16.2820,18.5700,20.3860
