iso3;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_diff_2020-01-22;EMO_Sentiment;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;TWI_num;TWI_num_en;TWI_num_locallangs;TWI_num_unvhum;TWI_num_unvbot;TWI_num_verbot;TWI_num_verhum;TWI_num_unk;TWI_fol_all;TWI_fol_unvhum;TWI_fol_unvbot;TWI_fol_verbot;TWI_fol_verhum;TWI_fol_unk;FAC_num_reliable;FAC_num_unreliable;FAC_num_unknown;FAC_fol_reliable;FAC_fol_unreliable;FAC_fol_unknown;FAC_reliabile_num_local;FAC_reliabile_num_foreign;FAC_unreliabile_num_local;FAC_unreliabile_num_foreign;FAC_reliabile_fol_local;FAC_reliabile_fol_foreign;FAC_unreliabile_fol_local;FAC_unreliabile_fol_foreign;FAC_reliabile_num_00;FAC_reliabile_num_01;FAC_reliabile_num_10;FAC_reliabile_num_11;FAC_unreliabile_num_00;FAC_unreliabile_num_01;FAC_unreliabile_num_10;FAC_unreliabile_num_11;FAC_reliabile_fol_00;FAC_reliabile_fol_01;FAC_reliabile_fol_10;FAC_reliabile_fol_11;FAC_unreliabile_fol_00;FAC_unreliabile_fol_01;FAC_unreliabile_fol_10;FAC_unreliabile_fol_11
COD;;;;;-0.005598472539753743;5.390465303810286;5.331470510421116;4.308736465577739;-0.002437449646848953;-0.0018714682293804288;-0.027019266490952022;-0.0003508592880049054;0.06605065495375322;54464.0;16538.0;21636.0;31249.0;22673.0;24.0;513.0;5.0;180067689.0;54313411.0;85054362.0;3063519.0;37636397.0;0.0;2550.0;910.0;2939.0;6178082.0;1977205.0;6271731.0;870.0;1680.0;248.0;662.0;2951120.0;3226962.0;647352.0;1329853.0;1465.0;1075.0;0.0;10.0;502.0;407.0;0.0;1.0;2416839.0;3652461.0;0.0;108782.0;1026034.0;949511.0;0.0;1660.0
COG;;;;;-0.03501876991959517;5.34322014739882;5.322198162400699;4.309327350539858;-0.002015667136907956;-0.0014443928713337806;-0.027493591336422565;-0.0006364773369408365;0.06805474250126735;10861.0;3958.0;2816.0;6579.0;4022.0;6.0;254.0;0.0;31452093.0;7947729.0;11437824.0;102462.0;11964078.0;0.0;610.0;177.0;743.0;1295139.0;316140.0;4390727.0;146.0;464.0;37.0;140.0;312000.0;983139.0;59156.0;256984.0;368.0;236.0;0.0;6.0;104.0;72.0;0.0;1.0;400527.0;685778.0;0.0;208834.0;131118.0;173931.0;0.0;11091.0
COL;1.0;0.0;0.0;;-0.12222625631295532;5.253622841151807;5.245716811717512;4.338971155035033;-0.0022728877876760567;-0.001399745975482484;-0.026623032372447633;-0.00023177937483790642;0.07037638006565217;735745.0;110320.0;538175.0;431779.0;293341.0;2763.0;7846.0;16.0;15834405268.0;868962744.0;1451623563.0;3768494589.0;9745324372.0;0.0;21007.0;17076.0;42750.0;74573467.0;48331021.0;7217928630.0;8230.0;12777.0;12973.0;4103.0;34355294.0;40218173.0;29099777.0;19231244.0;11650.0;9069.0;106.0;180.0;10160.0;6858.0;29.0;26.0;28097143.0;25672944.0;2605355.0;18198025.0;21248605.0;13421296.0;572635.0;13088485.0
COM;;;;;-0.09707068154249084;5.306815341838779;5.29008491415665;4.2947014959530865;-0.0017985638792754296;-0.001249051148035301;-0.025573597970182906;5.650029330181966e-05;0.07083260009232266;62048.0;38536.0;1850.0;30614.0;27466.0;1246.0;2716.0;6.0;1465753301.0;263902358.0;496669027.0;31987111.0;673194805.0;0.0;4394.0;2049.0;4077.0;388063852.0;51857658.0;139508399.0;62.0;4332.0;36.0;2013.0;293272.0;387770580.0;912928.0;50944730.0;2028.0;1593.0;168.0;605.0;1397.0;586.0;23.0;42.0;15066490.0;16712797.0;2362780.0;353921785.0;37201844.0;7921598.0;404465.0;6329751.0
CPV;;;;;-0.11997207538466677;5.271433418277706;5.267882535198599;4.366178104589115;-0.0027378037577695056;-0.001830970206151945;-0.02784498140358398;-0.0006192080585430776;0.07127819527082103;4951.0;991.0;320.0;4114.0;836.0;1.0;0.0;0.0;4848449.0;3775952.0;1071598.0;899.0;0.0;0.0;499.0;147.0;516.0;195897.0;63101.0;418793.0;6.0;493.0;7.0;140.0;3522.0;192375.0;2439.0;60662.0;478.0;21.0;0.0;0.0;140.0;7.0;0.0;0.0;187794.0;8103.0;0.0;0.0;60362.0;2739.0;0.0;0.0
CRI;5.0;0.0;0.0;;-0.13049532301967215;5.247362064996043;5.251285433712428;4.344990034113095;-0.0023121572327236242;-0.0016172175860056262;-0.02657444321117084;-6.088896974677994e-05;0.06926021691283267;68327.0;18204.0;43156.0;36180.0;31011.0;216.0;920.0;0.0;765747597.0;43794574.0;216152327.0;73271845.0;432528851.0;0.0;2778.0;1979.0;4045.0;6094263.0;6265554.0;295563341.0;838.0;1940.0;1104.0;875.0;1734434.0;4359829.0;1426094.0;4839460.0;1507.0;1265.0;5.0;1.0;964.0;1015.0;0.0;0.0;2039993.0;3941753.0;109127.0;3390.0;1237946.0;5027608.0;0.0;0.0
CUB;;;;;-0.0511325546798852;5.307088094378008;5.291916965883156;4.314685900359609;-0.0019174188536636033;-0.0012615140133908612;-0.028948881778713152;-0.00015222694982357988;0.07001128270285746;94263.0;14491.0;70075.0;58473.0;34452.0;95.0;1243.0;0.0;531899949.0;141032197.0;133300009.0;4191501.0;253376242.0;0.0;2369.0;3079.0;6100.0;34874454.0;13993379.0;40632677.0;1055.0;1314.0;2471.0;608.0;16546857.0;18327597.0;8246736.0;5746643.0;1320.0;949.0;0.0;100.0;1982.0;1078.0;1.0;18.0;2232905.0;4725020.0;0.0;27916529.0;5234812.0;4286842.0;778.0;4470947.0
CYP;0.0;0.0;0.0;;-0.11416053590266602;5.294265468351533;5.28661579649803;4.305420980149543;-0.0017245205722472598;-0.001050283802461671;-0.0271492244738475;0.0004450160265191085;0.06953440729061444;24358.0;18240.0;1287.0;14381.0;9815.0;26.0;136.0;0.0;197694643.0;40757991.0;139928018.0;326731.0;16681903.0;0.0;1369.0;659.0;1265.0;7584363.0;7354666.0;7166039.0;19.0;1350.0;16.0;643.0;54317.0;7530046.0;73286.0;7281380.0;768.0;596.0;1.0;4.0;322.0;337.0;0.0;0.0;1952192.0;4140939.0;17728.0;1473504.0;767861.0;6586805.0;0.0;0.0
CZE;31.0;0.0;0.0;;-0.11756917376879593;5.299262314376464;5.272727428937369;4.319746745121137;-0.002593031312397022;-0.0016727352156484417;-0.02782840214781365;-0.0007159602162164973;0.06980875709774671;36121.0;19976.0;5167.0;21135.0;14420.0;85.0;481.0;0.0;133801502.0;24946933.0;51036113.0;232775.0;57585681.0;0.0;2370.0;702.0;1457.0;4580756.0;1560765.0;4300537.0;231.0;2139.0;40.0;662.0;369217.0;4211539.0;64254.0;1496511.0;1409.0;925.0;24.0;12.0;354.0;344.0;0.0;4.0;2089937.0;2098634.0;31752.0;360433.0;584670.0;942963.0;0.0;33132.0
DEU;1040.0;0.0;18.0;-0.15241164709000643;-0.10888667246772446;5.308234283012673;5.290077853089468;4.308092986320835;-0.0021713396241836713;-0.0014827654109787329;-0.02890989731466666;-0.0005412104799807353;0.07124333013534419;950476.0;409341.0;318790.0;511004.0;407933.0;5237.0;26292.0;10.0;8726725766.0;893226936.0;949562340.0;91462398.0;6792474092.0;0.0;66753.0;19220.0;47008.0;1384766994.0;665160266.0;827341328.0;20100.0;46653.0;4854.0;14366.0;1094956530.0;289810464.0;616119915.0;49040351.0;35643.0;28897.0;287.0;1926.0;10035.0;7965.0;97.0;1123.0;75399985.0;74235104.0;2296397.0;1232835508.0;20289962.0;17656934.0;640660.0;626572710.0
DJI;;;;;-0.02936186828490047;5.346534494715836;5.322363981169664;4.326993649155298;-0.0010832063804941628;-0.0009728643419261266;-0.02647862867026609;0.0004975784790014441;0.06841605986015097;5123.0;1382.0;945.0;3065.0;2058.0;0.0;0.0;0.0;3002897.0;1913537.0;1089360.0;0.0;0.0;0.0;281.0;55.0;262.0;206933.0;58677.0;160117.0;30.0;251.0;3.0;52.0;26314.0;180619.0;3213.0;55464.0;163.0;118.0;0.0;0.0;32.0;23.0;0.0;0.0;104536.0;102397.0;0.0;0.0;37273.0;21404.0;0.0;0.0
DNK;35.0;0.0;1.0;;-0.1486232417246457;5.280825920032816;5.277078518256811;4.335127908423565;-0.004303261591704999;-0.0036318675770332432;-0.028165742239313604;-0.0022539674354746285;0.06802888725110812;68965.0;49470.0;5767.0;39835.0;28281.0;210.0;633.0;6.0;116640214.0;52887552.0;38073101.0;2788324.0;22891237.0;0.0;4567.0;1200.0;3616.0;9653854.0;1435060.0;10728528.0;126.0;4441.0;18.0;1182.0;1328008.0;8325846.0;7951.0;1427109.0;2856.0;1657.0;14.0;39.0;724.0;474.0;2.0;0.0;5133492.0;2400768.0;185006.0;1934588.0;859146.0;539038.0;36876.0;0.0
DOM;5.0;0.0;0.0;;-0.07638985527206824;5.277883530962156;5.255974839027432;4.33826202047755;-0.0022983044148684995;-0.001501317336089394;-0.024184888517201523;-0.0003446979968023139;0.06929321014887403;107853.0;11206.0;85180.0;66023.0;37159.0;120.0;4549.0;2.0;3896518871.0;182656824.0;362322089.0;5210302.0;3346329656.0;0.0;3230.0;3250.0;9830.0;14649236.0;9062704.0;727033438.0;1843.0;1387.0;2578.0;672.0;9528196.0;5121040.0;7879571.0;1183133.0;2164.0;1055.0;1.0;10.0;2053.0;1192.0;3.0;2.0;5546671.0;8296739.0;14012.0;791814.0;3678351.0;5177495.0;154527.0;52331.0
DZA;19.0;0.0;0.0;;-0.010288852156997994;5.341177529802869;5.2622165315900045;4.308159657097994;-0.0012242806118266897;-0.0008877349361632627;-0.03087629632359113;-0.000250090193849085;0.07369400559789534;30251.0;11335.0;772.0;17230.0;12220.0;40.0;761.0;0.0;375508420.0;20121501.0;182094068.0;1048080.0;172244771.0;0.0;1369.0;500.0;1900.0;6472442.0;11129544.0;103803466.0;28.0;1341.0;14.0;486.0;56709.0;6415733.0;89290.0;11040254.0;745.0;507.0;0.0;117.0;251.0;239.0;0.0;10.0;664461.0;1683485.0;0.0;4124496.0;177698.0;1181208.0;0.0;9770638.0
ECU;14.0;0.0;0.0;;-0.09344026232328728;5.276934320732717;5.245766995870848;4.304553515985847;-0.0013089732397217949;-0.0008147984722272712;-0.02571889104323764;0.00017457695738353418;0.0723687643050498;551994.0;37176.0;494311.0;336551.0;208848.0;780.0;5811.0;4.0;7761810030.0;515164527.0;2066100063.0;124581965.0;5055963475.0;0.0;11346.0;17336.0;45240.0;26775902.0;31244756.0;2736755992.0;6800.0;4546.0;15419.0;1917.0;18149344.0;8626558.0;27910059.0;3334697.0;7009.0;4295.0;24.0;18.0;10906.0;6373.0;12.0;45.0;9669220.0;12752097.0;1886090.0;2468495.0;15830407.0;8656453.0;546459.0;6211437.0
EGY;49.0;1.0;1.0;;-0.09281569778005533;5.296032763038042;5.267907021964351;4.332570269692666;-0.001960176929369479;-0.0014392345441268802;-0.02449036061971513;-4.6131667454785766e-05;0.06961887005214892;73940.0;43653.0;8971.0;45989.0;26654.0;339.0;954.0;4.0;852177296.0;93794279.0;167965131.0;4582013.0;585835873.0;0.0;5605.0;1658.0;4597.0;51697390.0;4431871.0;245656924.0;507.0;5098.0;281.0;1377.0;4494140.0;47203250.0;582885.0;3848986.0;3529.0;1873.0;20.0;183.0;1042.0;598.0;8.0;10.0;8875683.0;14408947.0;399676.0;28013084.0;1896990.0;1951338.0;25004.0;558539.0
ERI;;;;;-0.06467069641079735;5.382288948833958;5.311309009273214;4.309451592489526;-0.002877222495557648;-0.0020663912787898336;-0.02775393240813993;-0.0008729464978471646;0.06827177465383069;2541.0;1209.0;1230.0;1597.0;919.0;25.0;0.0;0.0;3680774.0;2690505.0;837644.0;152625.0;0.0;0.0;148.0;57.0;147.0;100220.0;175142.0;177674.0;97.0;51.0;27.0;30.0;58134.0;42086.0;155271.0;19871.0;103.0;43.0;2.0;0.0;32.0;25.0;0.0;0.0;58068.0;29942.0;12210.0;0.0;158863.0;16279.0;0.0;0.0
ESP;673.0;17.0;30.0;-0.13243444569647644;-0.10217877526029653;5.3045626847604215;5.279906124708828;4.322511943868134;-0.002372144952410797;-0.001685641641903548;-0.026727130795200265;-0.00031931475530433645;0.06998174276157289;2209520.0;259500.0;1771624.0;1271437.0;896749.0;9222.0;32105.0;7.0;23745681645.0;2528617079.0;3356875732.0;926589864.0;16933598970.0;0.0;106702.0;33596.0;113900.0;3019357191.0;145153420.0;4400298310.0;66387.0;40315.0;23798.0;9798.0;2822618997.0;196738194.0;105743987.0;39409433.0;60651.0;42576.0;521.0;2954.0;19788.0;13556.0;48.0;204.0;106659705.0;146846174.0;26707739.0;2739143573.0;46394776.0;24960633.0;3095324.0;70702687.0
EST;10.0;0.0;0.0;;-0.07304626612786157;5.359878554237709;5.313532002652879;4.337877411090615;-0.0029201744278723302;-0.0023179097488583806;-0.025312040301189727;-0.0008632943856902573;0.06692324671180112;28537.0;16256.0;148.0;14533.0;13743.0;67.0;192.0;2.0;82026418.0;16262150.0;29252292.0;146886.0;36365090.0;0.0;1568.0;625.0;1138.0;6769921.0;3039382.0;6830690.0;10.0;1558.0;1.0;624.0;9981.0;6759940.0;143.0;3039239.0;871.0;679.0;0.0;18.0;319.0;305.0;0.0;1.0;1050093.0;1808881.0;0.0;3910947.0;366184.0;2639706.0;0.0;33492.0
ETH;;;;;-0.05267419217814558;5.337127091421711;5.312949467096022;4.285642652902527;-0.001616799812332962;-0.0011447006296062317;-0.028223429920248493;9.009140047028161e-05;0.07128757682086385;36289.0;21392.0;226.0;19801.0;14909.0;1214.0;365.0;0.0;214979713.0;41462785.0;50290988.0;63963450.0;59262490.0;0.0;2453.0;678.0;1630.0;24194098.0;3871303.0;5074268.0;21.0;2432.0;2.0;676.0;185811.0;24008287.0;673.0;3870630.0;1316.0;923.0;187.0;27.0;381.0;273.0;23.0;1.0;4567289.0;2831065.0;11900635.0;4895109.0;725557.0;1786645.0;1254287.0;104814.0
FIN;23.0;0.0;1.0;-0.11466112103888115;-0.1112908898641016;5.292628974002742;5.273999781791251;4.319385917855213;-0.00246176474334718;-0.0017028846686439562;-0.029097826145218292;-0.000723826344813575;0.07062883997317672;91185.0;53416.0;6941.0;54824.0;35494.0;329.0;535.0;3.0;194207403.0;87261528.0;86905704.0;2605042.0;17435129.0;0.0;6497.0;2043.0;4238.0;17315004.0;6901420.0;8127846.0;448.0;6049.0;162.0;1881.0;834168.0;16480836.0;189554.0;6711866.0;4042.0;2420.0;12.0;23.0;1316.0;724.0;1.0;2.0;7261875.0;9378646.0;75638.0;598845.0;5071054.0;1807830.0;5716.0;16820.0
FJI;;;;;-0.12580914536450039;5.3002418473094215;5.292754866573504;4.277684364087483;-0.0014554388113773432;-0.0010083907275607912;-0.03143328637287681;-0.00037870648999318364;0.07186056696202583;11916.0;10193.0;10193.0;6574.0;5268.0;58.0;16.0;0.0;18747793.0;12805275.0;4116664.0;546871.0;1278983.0;0.0;962.0;434.0;425.0;1123330.0;689498.0;502481.0;796.0;166.0;347.0;87.0;1013190.0;110140.0;630648.0;58850.0;498.0;464.0;0.0;0.0;297.0;137.0;0.0;0.0;738510.0;384820.0;0.0;0.0;543280.0;146218.0;0.0;0.0
FRA;1126.0;19.0;12.0;-0.1538694593548271;-0.11270723588401453;5.307827981437315;5.278634571197154;4.340588094141114;-0.0027379303886649934;-0.0017540540225774745;-0.026497549882254265;-0.0004756506618016278;0.06816291895251742;2850849.0;503679.0;2038574.0;1633323.0;1174660.0;8366.0;34467.0;33.0;26533117442.0;2072464194.0;2298434158.0;3759811929.0;18402407161.0;0.0;157576.0;52457.0;131172.0;5152353027.0;122589340.0;4886587915.0;98250.0;59326.0;33792.0;18665.0;4932541589.0;219811438.0;48549233.0;74040107.0;88500.0;64084.0;870.0;4121.0;30742.0;21373.0;100.0;242.0;148400994.0;139734312.0;1635361617.0;3228856104.0;66022698.0;40639366.0;2387320.0;13539956.0
GAB;;;;;-0.06168039702525786;5.319584440801317;5.296893517502382;4.313733968252122;-0.002228218876596103;-0.0013651451287775688;-0.027557695922855036;-0.0003868003620727972;0.06561227648242529;9428.0;3662.0;2251.0;5622.0;3803.0;0.0;3.0;0.0;17143178.0;7371956.0;9585958.0;0.0;185264.0;0.0;356.0;192.0;470.0;596782.0;552671.0;631451.0;79.0;277.0;21.0;171.0;49342.0;547440.0;9387.0;543284.0;196.0;160.0;0.0;0.0;99.0;93.0;0.0;0.0;237199.0;359583.0;0.0;0.0;113939.0;438732.0;0.0;0.0
GBR;273.0;3.0;18.0;-0.15423203522160944;-0.10340505161871774;5.335989046300454;5.320324816966049;4.286899887122351;-0.002154073869790815;-0.0014393807620141804;-0.02699757206553262;-0.0005315884929340881;0.07033734008114273;2856850.0;2473993.0;2474829.0;1615998.0;1157468.0;20703.0;62632.0;49.0;64243887335.0;3211361170.0;3314399524.0;5050826115.0;52667300526.0;0.0;242705.0;76984.0;132803.0;27391780428.0;4562103788.0;4016722047.0;214396.0;28309.0;68367.0;8617.0;25663289876.0;1728490552.0;4534534401.0;27569387.0;133586.0;96974.0;2970.0;9172.0;41008.0;29685.0;282.0;6008.0;330965807.0;489169605.0;3714668407.0;22856976609.0;117341473.0;88744350.0;13000274.0;4343017691.0
GEO;13.0;0.0;0.0;;-0.09641020937300182;5.272465092621136;5.252458124919199;4.294774146801558;-0.001431770165581109;-0.0008949730470590486;-0.02850792247495089;0.00021438984998581244;0.07355928904632385;17499.0;11349.0;29.0;2950.0;14504.0;22.0;20.0;3.0;15787485.0;3876015.0;8191957.0;226654.0;3492859.0;0.0;1148.0;362.0;1029.0;906757.0;228125.0;705724.0;0.0;1148.0;1.0;361.0;0.0;906757.0;235.0;227890.0;210.0;937.0;1.0;0.0;84.0;278.0;0.0;0.0;273567.0;625510.0;7680.0;0.0;97389.0;130736.0;0.0;0.0
GHA;;;;;-0.06540248704824021;5.291933422829449;5.2887713443317175;4.313608113442812;-0.001283304311630563;-0.0010017513187903623;-0.022552984916202903;0.0008906514909375902;0.06789046838809948;100054.0;84284.0;84284.0;62459.0;36622.0;116.0;857.0;0.0;713108016.0;149770112.0;277703378.0;1789404.0;283845122.0;0.0;6371.0;2331.0;7325.0;19969877.0;5840951.0;171120023.0;5680.0;691.0;1878.0;453.0;18992619.0;977258.0;5017201.0;823750.0;4069.0;2271.0;6.0;25.0;1477.0;851.0;0.0;3.0;8282231.0;9026749.0;92564.0;2568333.0;3653971.0;1862303.0;0.0;324677.0
GIN;;;;;-0.08177053908441066;5.314804777860506;5.290102732426355;4.321809438759397;-0.0023725802430525833;-0.0016821730557015154;-0.026477230517231026;-0.00023340916609562224;0.06711909378540948;14837.0;6356.0;4042.0;7794.0;7020.0;3.0;20.0;0.0;32860447.0;11597335.0;21214271.0;9184.0;39657.0;0.0;754.0;1255.0;756.0;2167292.0;941506.0;1491976.0;150.0;604.0;57.0;1198.0;667933.0;1499359.0;261725.0;679781.0;414.0;340.0;0.0;0.0;125.0;1130.0;0.0;0.0;671502.0;1495790.0;0.0;0.0;342184.0;599322.0;0.0;0.0
GMB;;;;;0.0872479945826269;5.400188276443029;5.3661616919799675;4.2087202158773165;-0.0010387151827635484;-0.0006785260498096712;-0.031721888836583716;0.00012341532365164534;0.06685244583280854;792.0;487.0;487.0;514.0;264.0;0.0;14.0;0.0;1325886.0;401528.0;285678.0;0.0;638680.0;0.0;50.0;10.0;33.0;47554.0;7412.0;21035.0;34.0;16.0;4.0;6.0;37719.0;9835.0;6148.0;1264.0;35.0;15.0;0.0;0.0;10.0;0.0;0.0;0.0;25226.0;22328.0;0.0;0.0;7412.0;0.0;0.0;0.0
GNB;;;;;-0.08898354532351567;5.32416710178529;5.279553106592126;4.321577643407661;-0.0025891777700448467;-0.0015298705708482643;-0.02634559886211295;-0.0008927470856346302;0.07168681869780584;7414.0;3276.0;204.0;4490.0;2919.0;1.0;4.0;0.0;12881867.0;8062512.0;4657962.0;136813.0;24580.0;0.0;676.0;175.0;249.0;1499904.0;424089.0;397319.0;4.0;672.0;6.0;169.0;9214.0;1490690.0;2704.0;421385.0;568.0;108.0;0.0;0.0;109.0;66.0;0.0;0.0;1238292.0;261612.0;0.0;0.0;288307.0;135782.0;0.0;0.0
GNQ;;;;;-0.08764625298375742;5.28590893316651;5.265600910696047;4.282752168546947;-0.002510285729330441;-0.0017294768553455355;-0.031867668733734505;-0.0014539009818210762;0.07084631853347878;2251.0;1109.0;825.0;1396.0;824.0;21.0;10.0;0.0;7311071.0;981354.0;5839855.0;475052.0;14810.0;0.0;115.0;29.0;166.0;448058.0;32093.0;400968.0;26.0;89.0;7.0;22.0;14630.0;433428.0;2738.0;29355.0;65.0;49.0;1.0;0.0;14.0;13.0;0.0;2.0;59810.0;275639.0;112609.0;0.0;12006.0;17125.0;0.0;2962.0
GRC;73.0;0.0;0.0;;-0.09904621263465956;5.305670709149239;5.2805266911388555;4.325304895277502;-0.0020632086954759793;-0.0013794665753675036;-0.026551560634239843;-0.00019834474259233803;0.06990669080086133;100273.0;61029.0;11150.0;54589.0;42676.0;1459.0;1547.0;2.0;488479166.0;125001152.0;213683267.0;22026527.0;127768220.0;0.0;7531.0;2512.0;5163.0;27674822.0;8364004.0;25884130.0;236.0;7295.0;41.0;2471.0;1272873.0;26401949.0;177429.0;8186575.0;3981.0;3164.0;318.0;68.0;1521.0;968.0;9.0;14.0;13163296.0;7466356.0;3507213.0;3537957.0;4720768.0;1898599.0;88861.0;1655776.0
GTM;;;;;-0.13185148435998045;5.2673144268689445;5.2578987974010385;4.326262792964225;-0.0019421576246740114;-0.0010536970492095296;-0.028745856612377146;-0.0004579454223589083;0.07015262680067462;79011.0;16986.0;57042.0;45420.0;31234.0;329.0;2025.0;3.0;2184256223.0;450719549.0;697955864.0;26379665.0;1009201145.0;0.0;2647.0;3068.0;4230.0;6223722.0;8234532.0;418517246.0;971.0;1676.0;2305.0;763.0;3006765.0;3216957.0;5820384.0;2414148.0;1568.0;1063.0;6.0;8.0;1701.0;1351.0;0.0;16.0;2964362.0;2206513.0;48017.0;1004830.0;2677747.0;2063187.0;0.0;3493598.0
GUY;;;;;-0.10037994016229237;5.322608389659725;5.302112957950084;4.314826824428736;-0.0032447498506636887;-0.0020530438859576385;-0.02835957294186853;-0.0005672135189671825;0.06794202821932742;5240.0;3410.0;3410.0;3570.0;1602.0;1.0;67.0;0.0;7767648.0;4876073.0;2338602.0;10347.0;542626.0;0.0;490.0;118.0;328.0;867021.0;188006.0;495290.0;258.0;232.0;80.0;38.0;451722.0;415299.0;115044.0;72962.0;374.0;105.0;0.0;11.0;90.0;26.0;0.0;2.0;613497.0;160156.0;0.0;93368.0;133297.0;37733.0;0.0;16976.0
HKG;114.0;3.0;58.0;-0.06829101148666772;-0.21473469763100128;5.149792660797905;5.182042396512478;4.330997961742264;-0.0013628569932918125;-0.0006934990320611454;-0.03276406254854887;0.00042968315331099756;0.0752016877224307;497557.0;431329.0;451077.0;270832.0;209673.0;4639.0;12410.0;3.0;3361138853.0;315255876.0;505469956.0;65138016.0;2475275005.0;0.0;54588.0;8309.0;20268.0;1516607282.0;26409091.0;98405768.0;49847.0;4741.0;7798.0;511.0;1492436231.0;24171051.0;25439381.0;969710.0;28518.0;21554.0;1034.0;3482.0;4744.0;3414.0;44.0;107.0;31873182.0;74978086.0;12443220.0;1397312794.0;6769452.0;16223485.0;412799.0;3003355.0
HND;;;;;-0.1151012754203691;5.246894662306592;5.242245864774411;4.349699373114553;-0.002189437600102915;-0.001241861563106842;-0.024873105911653714;-0.00041572636466876616;0.06697772607873999;48126.0;6240.0;38567.0;26878.0;19639.0;438.0;1169.0;2.0;1021363667.0;161164504.0;424543486.0;60413059.0;375242618.0;0.0;1183.0;1379.0;3422.0;1486364.0;1749229.0;176629341.0;593.0;590.0;1112.0;267.0;903074.0;583290.0;1271369.0;477860.0;753.0;429.0;0.0;1.0;947.0;430.0;0.0;0.0;847635.0;618246.0;0.0;20483.0;932438.0;816791.0;0.0;0.0
